file	line	pattern	function_context	anchor_id
src/jhora/panchanga/drik.py	251	reset_ayanamsa_mode(	planets_in_retrograde	T06
src/jhora/panchanga/drik.py	261	jd_utc	_planet_speed_info	T07
src/jhora/panchanga/drik.py	261	timezone	_planet_speed_info	T07
src/jhora/panchanga/drik.py	263	jd_utc	_planet_speed_info	T07
src/jhora/panchanga/drik.py	272	timezone	planets_speed_info	T07
src/jhora/panchanga/drik.py	276	jd_utc	planets_speed_info	T07
src/jhora/panchanga/drik.py	276	timezone	planets_speed_info	T07
src/jhora/panchanga/drik.py	278	set_ayanamsa_mode(	planets_speed_info	T07
src/jhora/panchanga/drik.py	285	jd_utc	planets_speed_info	T07
src/jhora/panchanga/drik.py	286	set_ayanamsa_mode(	planets_speed_info	T07
src/jhora/panchanga/drik.py	286	reset_ayanamsa_mode(	planets_speed_info	T07
src/jhora/panchanga/drik.py	342	jd_utc	lat_distance	T902
src/jhora/panchanga/drik.py	343	jd_utc	lat_distance	T902
src/jhora/panchanga/drik.py	344	sunrise(	sunrise	T08
src/jhora/panchanga/drik.py	348	timezone	sunrise	T08
src/jhora/panchanga/drik.py	353	jd_to_gregorian	sunrise	T08
src/jhora/panchanga/drik.py	354	jd_utc	sunrise	T08
src/jhora/panchanga/drik.py	354	gregorian_to_jd	sunrise	T08
src/jhora/panchanga/drik.py	357	jd_utc	sunrise	T08
src/jhora/panchanga/drik.py	357	rise_trans(	sunrise	T08
src/jhora/panchanga/drik.py	357	CALC_RISE	sunrise	T08
src/jhora/panchanga/drik.py	359	jd_utc	sunrise	T08
src/jhora/panchanga/drik.py	363	julian_day	sunrise	T08
src/jhora/panchanga/drik.py	370	timezone	midday	T902
src/jhora/panchanga/drik.py	374	sunrise(	midday	T902
src/jhora/panchanga/drik.py	375	sunset(	midday	T902
src/jhora/panchanga/drik.py	376	jd_to_gregorian	midday	T902
src/jhora/panchanga/drik.py	377	jd_to_gregorian	midday	T902
src/jhora/panchanga/drik.py	384	timezone	midnight	T902
src/jhora/panchanga/drik.py	388	sunrise(	midnight	T902
src/jhora/panchanga/drik.py	389	sunset(	midnight	T902
src/jhora/panchanga/drik.py	390	jd_to_gregorian	midnight	T902
src/jhora/panchanga/drik.py	402	timezone	day_length	T902
src/jhora/panchanga/drik.py	405	sunrise(	day_length	T902
src/jhora/panchanga/drik.py	405	sunset(	day_length	T902
src/jhora/panchanga/drik.py	410	timezone	night_length	T902
src/jhora/panchanga/drik.py	413	sunrise(	night_length	T902
src/jhora/panchanga/drik.py	413	sunset(	night_length	T902
src/jhora/panchanga/drik.py	414	sunset(	sunset	T09
src/jhora/panchanga/drik.py	418	timezone	sunset	T09
src/jhora/panchanga/drik.py	423	jd_to_gregorian	sunset	T09
src/jhora/panchanga/drik.py	424	jd_utc	sunset	T09
src/jhora/panchanga/drik.py	424	gregorian_to_jd	sunset	T09
src/jhora/panchanga/drik.py	426	jd_utc	sunset	T09
src/jhora/panchanga/drik.py	426	rise_trans(	sunset	T09
src/jhora/panchanga/drik.py	426	CALC_SET	sunset	T09
src/jhora/panchanga/drik.py	428	jd_utc	sunset	T09
src/jhora/panchanga/drik.py	434	julian_day	sunset	T09
src/jhora/panchanga/drik.py	436	moonrise(	moonrise	T10
src/jhora/panchanga/drik.py	440	timezone	moonrise	T10
src/jhora/panchanga/drik.py	445	jd_to_gregorian	moonrise	T10
src/jhora/panchanga/drik.py	446	jd_utc	moonrise	T10
src/jhora/panchanga/drik.py	446	gregorian_to_jd	moonrise	T10
src/jhora/panchanga/drik.py	448	jd_utc	moonrise	T10
src/jhora/panchanga/drik.py	448	rise_trans(	moonrise	T10
src/jhora/panchanga/drik.py	448	CALC_RISE	moonrise	T10
src/jhora/panchanga/drik.py	451	jd_utc	moonrise	T10
src/jhora/panchanga/drik.py	454	moonset(	moonset	T11
src/jhora/panchanga/drik.py	458	timezone	moonset	T11
src/jhora/panchanga/drik.py	463	jd_to_gregorian	moonset	T11
src/jhora/panchanga/drik.py	464	jd_utc	moonset	T11
src/jhora/panchanga/drik.py	464	gregorian_to_jd	moonset	T11
src/jhora/panchanga/drik.py	466	jd_utc	moonset	T11
src/jhora/panchanga/drik.py	466	rise_trans(	moonset	T11
src/jhora/panchanga/drik.py	466	CALC_SET	moonset	T11
src/jhora/panchanga/drik.py	469	jd_utc	moonset	T11
src/jhora/panchanga/drik.py	477	timezone	_get_tithi	T12
src/jhora/panchanga/drik.py	479	jd_to_gregorian	_get_tithi	T12
src/jhora/panchanga/drik.py	480	jd_utc	_get_tithi	T12
src/jhora/panchanga/drik.py	480	gregorian_to_jd	_get_tithi	T12
src/jhora/panchanga/drik.py	482	sunrise(	_get_tithi	T12
src/jhora/panchanga/drik.py	488	julian_day	_get_tithi	T12
src/jhora/panchanga/drik.py	501	jd_utc	_get_tithi	T902
src/jhora/panchanga/drik.py	509	julian_day	_get_tithi	T902
src/jhora/panchanga/drik.py	518	jd_utc	_get_tithi	T902
src/jhora/panchanga/drik.py	523	jd_to_gregorian	tithi_using_planet_speed	T902
src/jhora/panchanga/drik.py	526	jd_utc	_get_tithi_using_planet_speed	T902
src/jhora/panchanga/drik.py	526	timezone	_get_tithi_using_planet_speed	T902
src/jhora/panchanga/drik.py	527	sunrise(	_get_tithi_using_planet_speed	T902
src/jhora/panchanga/drik.py	528	jd_utc	_get_tithi_using_planet_speed	T902
src/jhora/panchanga/drik.py	545	julian_day	_get_tithi_using_planet_speed	T902
src/jhora/panchanga/drik.py	561	timezone	tithi	T902
src/jhora/panchanga/drik.py	579	timezone	tithi_using_inverse_lagrange	T902
src/jhora/panchanga/drik.py	614	timezone	raasi	T902
src/jhora/panchanga/drik.py	620	timezone	raasi	T902
src/jhora/panchanga/drik.py	622	jd_to_gregorian	raasi	T902
src/jhora/panchanga/drik.py	623	jd_utc	raasi	T902
src/jhora/panchanga/drik.py	623	gregorian_to_jd	raasi	T902
src/jhora/panchanga/drik.py	624	sunrise(	raasi	T902
src/jhora/panchanga/drik.py	635	jd_utc	raasi	T902
src/jhora/panchanga/drik.py	645	jd_utc	raasi	T902
src/jhora/panchanga/drik.py	656	timezone	_get_nakshathra	T902
src/jhora/panchanga/drik.py	657	jd_to_gregorian	_get_nakshathra	T902
src/jhora/panchanga/drik.py	658	gregorian_to_jd	_get_nakshathra	T902
src/jhora/panchanga/drik.py	659	jd_utc	_get_nakshathra	T902
src/jhora/panchanga/drik.py	659	timezone	_get_nakshathra	T902
src/jhora/panchanga/drik.py	660	jd_utc	_get_nakshathra	T902
src/jhora/panchanga/drik.py	660	sunrise(	_get_nakshathra	T902
src/jhora/panchanga/drik.py	670	jd_utc	_get_nakshathra	T902
src/jhora/panchanga/drik.py	685	jd_utc	_get_nakshathra	T902
src/jhora/panchanga/drik.py	695	timezone	_get_nakshathra_old	T902
src/jhora/panchanga/drik.py	696	jd_to_gregorian	_get_nakshathra_old	T902
src/jhora/panchanga/drik.py	697	gregorian_to_jd	_get_nakshathra_old	T902
src/jhora/panchanga/drik.py	698	jd_utc	_get_nakshathra_old	T902
src/jhora/panchanga/drik.py	698	timezone	_get_nakshathra_old	T902
src/jhora/panchanga/drik.py	699	jd_utc	_get_nakshathra_old	T902
src/jhora/panchanga/drik.py	699	sunrise(	_get_nakshathra_old	T902
src/jhora/panchanga/drik.py	702	jd_utc	_get_nakshathra_old	T902
src/jhora/panchanga/drik.py	722	timezone	nakshatra	T902
src/jhora/panchanga/drik.py	741	timezone	nakshatra_new	T902
src/jhora/panchanga/drik.py	752	jd_to_gregorian	nakshatra_new	T902
src/jhora/panchanga/drik.py	754	jd_utc	_get_nakshathra_new	T902
src/jhora/panchanga/drik.py	754	timezone	_get_nakshathra_new	T902
src/jhora/panchanga/drik.py	756	jd_utc	_get_nakshathra_new	T902
src/jhora/panchanga/drik.py	780	jd_utc	_get_yogam	T902
src/jhora/panchanga/drik.py	780	gregorian_to_jd	_get_yogam	T902
src/jhora/panchanga/drik.py	780	jd_to_gregorian	_get_yogam	T902
src/jhora/panchanga/drik.py	781	sunrise(	_get_yogam	T902
src/jhora/panchanga/drik.py	803	jd_utc	_get_yogam	T902
src/jhora/panchanga/drik.py	804	jd_utc	_get_yogam	T902
src/jhora/panchanga/drik.py	804	jd_to_gregorian	_get_yogam	T902
src/jhora/panchanga/drik.py	815	jd_utc	_get_yogam	T902
src/jhora/panchanga/drik.py	822	jd_to_gregorian	yogam	T902
src/jhora/panchanga/drik.py	824	jd_utc	_get_yogam_new	T902
src/jhora/panchanga/drik.py	824	timezone	_get_yogam_new	T902
src/jhora/panchanga/drik.py	825	jd_utc	_get_yogam_new	T902
src/jhora/panchanga/drik.py	852	timezone	yogam_old	T902
src/jhora/panchanga/drik.py	869	jd_to_gregorian	yogam_old	T902
src/jhora/panchanga/drik.py	877	timezone	karana	T902
src/jhora/panchanga/drik.py	882	jd_to_gregorian	karana	T902
src/jhora/panchanga/drik.py	904	timezone	lunar_month	T902
src/jhora/panchanga/drik.py	910	sunrise(	lunar_month	T902
src/jhora/panchanga/drik.py	923	use_utc	vedic_date	T902
src/jhora/panchanga/drik.py	923	base_time	vedic_date	T902
src/jhora/panchanga/drik.py	927	timezone	vedic_date	T902
src/jhora/panchanga/drik.py	929	use_utc	vedic_date	T902
src/jhora/panchanga/drik.py	929	base_time	vedic_date	T902
src/jhora/panchanga/drik.py	938	jd_to_gregorian	vedic_date	T902
src/jhora/panchanga/drik.py	939	use_utc	vedic_date	T902
src/jhora/panchanga/drik.py	939	base_time	vedic_date	T902
src/jhora/panchanga/drik.py	949	timezone	lunar_month_date	T902
src/jhora/panchanga/drik.py	955	sunrise(	lunar_month_date	T902
src/jhora/panchanga/drik.py	988	julian_day	lunar_year_index	T902
src/jhora/panchanga/drik.py	998	sunrise(	elapsed_year	T902
src/jhora/panchanga/drik.py	1000	jd_to_gregorian	elapsed_year	T902
src/jhora/panchanga/drik.py	1044	timezone	next_tithi	T902
src/jhora/panchanga/drik.py	1052	jd_to_gregorian	next_tithi	T902
src/jhora/panchanga/drik.py	1065	jd_to_gregorian	next_lunar_month	T902
src/jhora/panchanga/drik.py	1066	jd_to_gregorian	next_lunar_month	T902
src/jhora/panchanga/drik.py	1073	jd_to_gregorian	next_lunar_month	T902
src/jhora/panchanga/drik.py	1086	jd_to_gregorian	previous_lunar_month	T902
src/jhora/panchanga/drik.py	1087	jd_to_gregorian	previous_lunar_month	T902
src/jhora/panchanga/drik.py	1094	jd_to_gregorian	previous_lunar_month	T902
src/jhora/panchanga/drik.py	1111	timezone	samvatsara	T902
src/jhora/panchanga/drik.py	1139	timezone	gauri_choghadiya	T902
src/jhora/panchanga/drik.py	1142	sunrise(	gauri_choghadiya	T902
src/jhora/panchanga/drik.py	1142	sunset(	gauri_choghadiya	T902
src/jhora/panchanga/drik.py	1147	jd_to_gregorian	gauri_choghadiya	T902
src/jhora/panchanga/drik.py	1153	sunrise(	gauri_choghadiya	T902
src/jhora/panchanga/drik.py	1155	jd_to_gregorian	gauri_choghadiya	T902
src/jhora/panchanga/drik.py	1168	timezone	shubha_hora	T902
src/jhora/panchanga/drik.py	1171	sunrise(	shubha_hora	T902
src/jhora/panchanga/drik.py	1171	sunset(	shubha_hora	T902
src/jhora/panchanga/drik.py	1176	jd_to_gregorian	shubha_hora	T902
src/jhora/panchanga/drik.py	1182	sunrise(	shubha_hora	T902
src/jhora/panchanga/drik.py	1184	jd_to_gregorian	shubha_hora	T902
src/jhora/panchanga/drik.py	1195	timezone	trikalam	T902
src/jhora/panchanga/drik.py	1203	sunrise(	trikalam	T902
src/jhora/panchanga/drik.py	1228	timezone	durmuhurtam	T902
src/jhora/panchanga/drik.py	1232	sunrise(	durmuhurtam	T902
src/jhora/panchanga/drik.py	1233	sunset(	durmuhurtam	T902
src/jhora/panchanga/drik.py	1271	timezone	abhijit_muhurta	T902
src/jhora/panchanga/drik.py	1275	sunrise(	abhijit_muhurta	T902
src/jhora/panchanga/drik.py	1275	sunset(	abhijit_muhurta	T902
src/jhora/panchanga/drik.py	1291	timezone	planetary_positions	T902
src/jhora/panchanga/drik.py	1301	timezone	planetary_positions	T902
src/jhora/panchanga/drik.py	1335	timezone	_bhaava_madhya_new	T902
src/jhora/panchanga/drik.py	1396	timezone	bhaava_madhya	T902
src/jhora/panchanga/drik.py	1431	jd_utc	bhaava_madhya_swe	T13
src/jhora/panchanga/drik.py	1436	set_ayanamsa_mode(	bhaava_madhya_swe	T13
src/jhora/panchanga/drik.py	1437	jd_utc	bhaava_madhya_swe	T13
src/jhora/panchanga/drik.py	1445	jd_utc	bhaava_madhya_kp	T14
src/jhora/panchanga/drik.py	1450	set_ayanamsa_mode(	bhaava_madhya_kp	T14
src/jhora/panchanga/drik.py	1451	jd_utc	bhaava_madhya_kp	T14
src/jhora/panchanga/drik.py	1474	timezone	ascendant	T902
src/jhora/panchanga/drik.py	1479	jd_utc	ascendant	T15
src/jhora/panchanga/drik.py	1484	set_ayanamsa_mode(	ascendant	T15
src/jhora/panchanga/drik.py	1485	jd_utc	ascendant	T15
src/jhora/panchanga/drik.py	1489	set_ayanamsa_mode(	ascendant	T15
src/jhora/panchanga/drik.py	1489	reset_ayanamsa_mode(	ascendant	T15
src/jhora/panchanga/drik.py	1534	timezone	dhasavarga	T902
src/jhora/panchanga/drik.py	1546	jd_utc	dhasavarga	T902
src/jhora/panchanga/drik.py	1546	timezone	dhasavarga	T902
src/jhora/panchanga/drik.py	1551	jd_utc	dhasavarga	T902
src/jhora/panchanga/drik.py	1553	jd_utc	dhasavarga	T902
src/jhora/panchanga/drik.py	1561	timezone	declination_of_planets	T902
src/jhora/panchanga/drik.py	1681	jd_utc	upagraha_longitude	T902
src/jhora/panchanga/drik.py	1681	gregorian_to_jd	upagraha_longitude	T902
src/jhora/panchanga/drik.py	1682	jd_utc	upagraha_longitude	T902
src/jhora/panchanga/drik.py	1683	jd_utc	upagraha_longitude	T902
src/jhora/panchanga/drik.py	1683	sunrise(	upagraha_longitude	T902
src/jhora/panchanga/drik.py	1685	jd_utc	upagraha_longitude	T902
src/jhora/panchanga/drik.py	1685	sunset(	upagraha_longitude	T902
src/jhora/panchanga/drik.py	1692	jd_utc	upagraha_longitude	T902
src/jhora/panchanga/drik.py	1692	sunset(	upagraha_longitude	T902
src/jhora/panchanga/drik.py	1697	jd_utc	upagraha_longitude	T902
src/jhora/panchanga/drik.py	1697	sunrise(	upagraha_longitude	T902
src/jhora/panchanga/drik.py	1761	jd_to_gregorian	special_ascendant	T902
src/jhora/panchanga/drik.py	1762	sunrise(	special_ascendant	T902
src/jhora/panchanga/drik.py	1771	timezone	special_ascendant	T902
src/jhora/panchanga/drik.py	1794	jd_to_gregorian	special_ascendant_mixed_chart	T902
src/jhora/panchanga/drik.py	1795	sunrise(	special_ascendant_mixed_chart	T902
src/jhora/panchanga/drik.py	1804	timezone	special_ascendant_mixed_chart	T902
src/jhora/panchanga/drik.py	1814	sunrise(	pranapada_lagna_mixed_chart	T902
src/jhora/panchanga/drik.py	1845	sunrise(	pranapada_lagna	T902
src/jhora/panchanga/drik.py	2001	timezone	tamil_solar_month_and_date_V4_3_8	T902
src/jhora/panchanga/drik.py	2006	gregorian_to_jd	tamil_solar_month_and_date_V4_3_8	T902
src/jhora/panchanga/drik.py	2022	timezone	tamil_solar_month_and_date_V4_3_5	T902
src/jhora/panchanga/drik.py	2028	gregorian_to_jd	tamil_solar_month_and_date_V4_3_5	T902
src/jhora/panchanga/drik.py	2029	sunset(	tamil_solar_month_and_date_V4_3_5	T902
src/jhora/panchanga/drik.py	2042	julian_day	tamil_solar_month_and_date_RaviAnnnaswamy	T902
src/jhora/panchanga/drik.py	2043	sunset(	tamil_solar_month_and_date_RaviAnnnaswamy	T902
src/jhora/panchanga/drik.py	2044	jd_utc	tamil_solar_month_and_date_RaviAnnnaswamy	T902
src/jhora/panchanga/drik.py	2044	timezone	tamil_solar_month_and_date_RaviAnnnaswamy	T902
src/jhora/panchanga/drik.py	2045	jd_utc	tamil_solar_month_and_date_RaviAnnnaswamy	T902
src/jhora/panchanga/drik.py	2051	jd_utc	tamil_solar_month_and_date_RaviAnnnaswamy	T902
src/jhora/panchanga/drik.py	2052	jd_utc	tamil_solar_month_and_date_RaviAnnnaswamy	T902
src/jhora/panchanga/drik.py	2055	use_utc	tamil_solar_month_and_date	T16
src/jhora/panchanga/drik.py	2055	base_time	tamil_solar_month_and_date	T16
src/jhora/panchanga/drik.py	2059	timezone	tamil_solar_month_and_date	T16
src/jhora/panchanga/drik.py	2060	base_time	tamil_solar_month_and_date	T16
src/jhora/panchanga/drik.py	2061	use_utc	tamil_solar_month_and_date	T16
src/jhora/panchanga/drik.py	2074	use_utc	tamil_solar_month_and_date	T16
src/jhora/panchanga/drik.py	2074	base_time	tamil_solar_month_and_date	T16
src/jhora/panchanga/drik.py	2075	use_utc	tamil_solar_month_and_date_new	T17
src/jhora/panchanga/drik.py	2075	base_time	tamil_solar_month_and_date_new	T17
src/jhora/panchanga/drik.py	2077	base_time	tamil_solar_month_and_date_new	T17
src/jhora/panchanga/drik.py	2078	use_utc	tamil_solar_month_and_date_new	T17
src/jhora/panchanga/drik.py	2080	julian_day	tamil_solar_month_and_date_new	T17
src/jhora/panchanga/drik.py	2081	sunrise(	tamil_solar_month_and_date_new	T17
src/jhora/panchanga/drik.py	2081	sunset(	tamil_solar_month_and_date_new	T17
src/jhora/panchanga/drik.py	2081	base_time	tamil_solar_month_and_date_new	T17
src/jhora/panchanga/drik.py	2082	jd_utc	tamil_solar_month_and_date_new	T17
src/jhora/panchanga/drik.py	2082	timezone	tamil_solar_month_and_date_new	T17
src/jhora/panchanga/drik.py	2082	use_utc	tamil_solar_month_and_date_new	T17
src/jhora/panchanga/drik.py	2083	jd_utc	tamil_solar_month_and_date_new	T17
src/jhora/panchanga/drik.py	2090	sunrise(	tamil_solar_month_and_date_new	T17
src/jhora/panchanga/drik.py	2090	sunset(	tamil_solar_month_and_date_new	T17
src/jhora/panchanga/drik.py	2090	base_time	tamil_solar_month_and_date_new	T17
src/jhora/panchanga/drik.py	2091	jd_utc	tamil_solar_month_and_date_new	T17
src/jhora/panchanga/drik.py	2091	timezone	tamil_solar_month_and_date_new	T17
src/jhora/panchanga/drik.py	2091	use_utc	tamil_solar_month_and_date_new	T17
src/jhora/panchanga/drik.py	2092	jd_utc	tamil_solar_month_and_date_new	T17
src/jhora/panchanga/drik.py	2096	sunset(	tamil_solar_month_and_date_from_jd	T902
src/jhora/panchanga/drik.py	2097	jd_utc	tamil_solar_month_and_date_from_jd	T902
src/jhora/panchanga/drik.py	2097	timezone	tamil_solar_month_and_date_from_jd	T902
src/jhora/panchanga/drik.py	2098	jd_utc	tamil_solar_month_and_date_from_jd	T902
src/jhora/panchanga/drik.py	2104	jd_utc	tamil_solar_month_and_date_from_jd	T902
src/jhora/panchanga/drik.py	2105	jd_utc	tamil_solar_month_and_date_from_jd	T902
src/jhora/panchanga/drik.py	2110	gregorian_to_jd	days_in_tamil_month	T902
src/jhora/panchanga/drik.py	2111	sunset(	days_in_tamil_month	T902
src/jhora/panchanga/drik.py	2130	gregorian_to_jd	_previous_sankranti_date_new	T902
src/jhora/panchanga/drik.py	2131	sunset(	_previous_sankranti_date_new	T902
src/jhora/panchanga/drik.py	2141	jd_to_gregorian	_previous_sankranti_date_new	T902
src/jhora/panchanga/drik.py	2142	sunrise(	_previous_sankranti_date_new	T902
src/jhora/panchanga/drik.py	2148	jd_utc	_previous_sankranti_date_new	T902
src/jhora/panchanga/drik.py	2148	gregorian_to_jd	_previous_sankranti_date_new	T902
src/jhora/panchanga/drik.py	2149	jd_utc	_previous_sankranti_date_new	T902
src/jhora/panchanga/drik.py	2149	timezone	_previous_sankranti_date_new	T902
src/jhora/panchanga/drik.py	2158	timezone	previous_sankranti_date	T902
src/jhora/panchanga/drik.py	2165	gregorian_to_jd	previous_sankranti_date	T902
src/jhora/panchanga/drik.py	2166	sunset(	previous_sankranti_date	T902
src/jhora/panchanga/drik.py	2174	jd_to_gregorian	previous_sankranti_date	T902
src/jhora/panchanga/drik.py	2175	sunrise(	previous_sankranti_date	T902
src/jhora/panchanga/drik.py	2181	jd_utc	previous_sankranti_date	T902
src/jhora/panchanga/drik.py	2181	gregorian_to_jd	previous_sankranti_date	T902
src/jhora/panchanga/drik.py	2182	jd_utc	previous_sankranti_date	T902
src/jhora/panchanga/drik.py	2182	timezone	previous_sankranti_date	T902
src/jhora/panchanga/drik.py	2189	timezone	next_sankranti_date	T902
src/jhora/panchanga/drik.py	2196	gregorian_to_jd	next_sankranti_date	T902
src/jhora/panchanga/drik.py	2197	sunset(	next_sankranti_date	T902
src/jhora/panchanga/drik.py	2200	jd_to_gregorian	next_sankranti_date	T902
src/jhora/panchanga/drik.py	2205	jd_to_gregorian	next_sankranti_date	T902
src/jhora/panchanga/drik.py	2206	sunrise(	next_sankranti_date	T902
src/jhora/panchanga/drik.py	2212	jd_utc	next_sankranti_date	T902
src/jhora/panchanga/drik.py	2212	gregorian_to_jd	next_sankranti_date	T902
src/jhora/panchanga/drik.py	2213	jd_utc	next_sankranti_date	T902
src/jhora/panchanga/drik.py	2213	timezone	next_sankranti_date	T902
src/jhora/panchanga/drik.py	2223	jd_to_gregorian	__next_solar_jd	T902
src/jhora/panchanga/drik.py	2231	jd_to_gregorian	__next_solar_jd	T902
src/jhora/panchanga/drik.py	2233	sunrise(	__next_solar_jd	T902
src/jhora/panchanga/drik.py	2240	jd_utc	__next_solar_jd	T902
src/jhora/panchanga/drik.py	2240	gregorian_to_jd	__next_solar_jd	T902
src/jhora/panchanga/drik.py	2241	jd_utc	__next_solar_jd	T902
src/jhora/panchanga/drik.py	2241	timezone	__next_solar_jd	T902
src/jhora/panchanga/drik.py	2251	timezone	next_solar_date	T902
src/jhora/panchanga/drik.py	2274	julian_day	next_annual_solar_date_approximate	T902
src/jhora/panchanga/drik.py	2290	julian_day	next_annual_solar_date_approximate	T902
src/jhora/panchanga/drik.py	2293	jd_to_gregorian	is_solar_eclipse	T902
src/jhora/panchanga/drik.py	2294	jd_utc	is_solar_eclipse	T902
src/jhora/panchanga/drik.py	2294	gregorian_to_jd	is_solar_eclipse	T902
src/jhora/panchanga/drik.py	2300	jd_utc	is_solar_eclipse	T902
src/jhora/panchanga/drik.py	2305	timezone	next_solar_eclipse	T902
src/jhora/panchanga/drik.py	2308	timezone	next_solar_eclipse	T902
src/jhora/panchanga/drik.py	2342	jd_to_gregorian	next_solar_eclipse	T902
src/jhora/panchanga/drik.py	2343	timezone	next_solar_eclipse	T902
src/jhora/panchanga/drik.py	2349	timezone	next_lunar_eclipse	T902
src/jhora/panchanga/drik.py	2355	timezone	next_lunar_eclipse	T902
